Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
409,North Market 67,Rivers,Nigeria,42795,70,14.2,1,15,8,3,29.4,34,57,34,9,65,2024,High,No,13.1,Medium Risk,0.574881683,Medium,25/10/2024,Stable,Adequate,Standard
410,New Area 63,Borno,Nigeria,69257,179,15.72,1,18,9,4,25.7,45,10,29,1,35,2023,High,Yes,16.3,High Risk,0.703458498,High,9/9/2023,Stable,Underserved,Standard
411,West Market 110,Lagos,Nigeria,56389,640,18.95,2,8,4,1,14.4,18,58,42,4,80,2024,Medium,Yes,6.75,Low Risk,0.27284559,Low,4/1/2024,Stable,Adequate,Standard
412,East Area 24,Bauchi,Nigeria,22454,350,7.58,1,18,9,5,28.1,50,19,21,4,40,2024,High,Yes,17.3,High Risk,0.747866393,Critical,4/12/2024,Stable,Adequate,Standard
413,West Park 87,Borno,Nigeria,26785,273,9.73,1,18,10,7,75,56,33,31,3,35,2023,High,Yes,18.95,High Risk,0.848883139,Critical,10/5/2023,At Risk,Adequate,Structural Hotspot
414,New District 48,Plateau,Nigeria,59084,181,17.43,1,13,6,2,30.1,37,10,4,3,48,2024,High,Yes,12.1,Medium Risk,0.475637092,Low,6/5/2024,Stable,Underserved,Standard
415,Old Park 78,Kano,Nigeria,27788,228,9.44,1,15,7,4,38,43,27,0,1,50,2022,High,Yes,14.45,High Risk,0.607088621,Medium,3/5/2022,Stable,Adequate,Standard
416,East Gate 9,Kaduna,Nigeria,46029,187,13.83,1,17,6,3,19.7,34,41,20,1,45,2023,High,Yes,13.3,Medium Risk,0.55986192,Medium,14/03/2023,Stable,Adequate,Standard
417,New Park 199,Kano,Nigeria,22385,313,6.73,1,18,6,2,20.1,26,54,8,1,50,2022,High,Yes,12.2,Medium Risk,0.52277668,Medium,14/02/2022,Stable,Adequate,Standard
418,New Estate 65,Rivers,Nigeria,45218,185,9.3,1,13,5,0,42.8,11,64,35,4,65,2023,High,Yes,7.45,Medium Risk,0.321988766,Low,6/10/2023,Stable,Adequate,Standard
419,South Estate 101,Enugu,Nigeria,26042,197,9.27,1,17,6,2,31.5,34,22,21,2,55,2023,High,Yes,13.05,Medium Risk,0.52861192,Medium,3/2/2023,Stable,Adequate,Standard
420,New Estate 76,Plateau,Nigeria,53107,318,15.6,1,15,7,3,27.1,39,10,0,2,48,2022,High,Yes,13.6,Medium Risk,0.565312305,Medium,19/10/2022,Stable,Underserved,Standard
421,Old Gate 11,Akwa Ibom,Nigeria,41492,132,10.21,1,16,7,4,31.2,38,48,32,3,52,2024,High,Yes,14.05,High Risk,0.609148117,Medium,4/10/2024,Stable,Adequate,Standard
422,Central Gate 102,Kaduna,Nigeria,32074,169,9.2,1,18,7,3,50.6,36,21,32,1,45,2024,High,Yes,14.2,High Risk,0.603069742,Medium,19/05/2024,Stable,Adequate,Standard
423,North Market 62,Kaduna,Nigeria,35256,57,10.28,1,19,9,5,28.3,42,47,30,3,45,2022,High,No,16.45,High Risk,0.742031152,Critical,19/05/2022,Stable,Adequate,Standard
424,West Area 178,Enugu,Nigeria,32093,169,11.08,2,12,7,4,42.8,47,16,19,4,55,2024,High,No,14,Medium Risk,0.571962763,Medium,24/11/2024,Stable,Adequate,Standard
425,North District 73,Kano,Nigeria,40384,407,10.97,2,15,6,3,31.2,32,31,27,3,50,2022,High,Yes,12.3,Medium Risk,0.52416398,Medium,18/01/2022,Stable,Adequate,Standard
426,Old District 81,Imo,Nigeria,30403,299,9.55,1,19,6,5,57.2,42,32,0,3,50,2024,High,Yes,15.7,High Risk,0.673849334,High,15/11/2024,Stable,Adequate,Standard
427,Central District 116,Rivers,Nigeria,20535,207,7.77,1,12,3,1,70,12,61,35,2,65,2024,High,Yes,7,Low Risk,0.295198409,Low,11/12/2024,Stable,Adequate,Standard
428,Central Area 110,Rivers,Nigeria,48641,212,12.5,1,12,7,3,16.1,38,21,27,6,65,2022,High,Yes,12.4,Medium Risk,0.517028552,Medium,24/07/2022,Stable,Adequate,Standard
429,South District 132,FCT,Nigeria,74690,426,25.08,1,14,6,4,22.2,42,34,46,7,85,2023,High,Yes,13.7,Medium Risk,0.566512378,Medium,11/2/2023,Stable,Underserved,Standard
430,Old Village 100,Oyo,Nigeria,74950,178,23.96,1,16,6,4,37,42,26,9,3,60,2024,High,No,14.4,High Risk,0.59694716,Medium,18/04/2024,Stable,Underserved,Standard
431,New Gate 78,Lagos,Nigeria,106581,507,30.39,2,7,3,1,19.6,20,47,40,6,80,2024,Medium,No,6.45,Low Risk,0.240164084,Low,4/7/2024,Stable,Adequate,Standard
432,Central Market 16,Plateau,Nigeria,30346,156,10.35,1,16,7,5,77.2,51,17,38,1,48,2023,High,Yes,16.25,High Risk,0.674608644,High,11/1/2023,Stable,Adequate,Structural Hotspot
433,New Park 185,Kano,Nigeria,26376,204,9.49,1,14,7,3,38.3,41,23,26,5,50,2024,High,Yes,13.55,Medium Risk,0.555358072,Medium,12/4/2024,Stable,Adequate,Standard
434,New Quarter 25,Oyo,Nigeria,79544,205,24.1,2,11,4,3,58.3,39,10,38,2,60,2024,High,Yes,11.45,Medium Risk,0.436260922,Low,13/01/2024,Stable,Adequate,Standard
435,Central Area 180,Borno,Nigeria,49044,232,18.98,1,20,9,5,72.9,52,13,26,1,35,2022,High,Yes,18.3,High Risk,0.783564333,Critical,25/03/2022,At Risk,Underserved,Structural Hotspot
436,South Area 160,Imo,Nigeria,18025,225,5.23,1,16,7,5,39.1,37,57,39,2,50,2024,High,Yes,14.15,High Risk,0.637766538,High,20/10/2024,Stable,Adequate,Standard
437,West Quarter 93,FCT,Nigeria,45519,1311,17.01,2,10,3,2,19.2,26,49,40,8,85,2022,Medium,No,8.65,Medium Risk,0.332855731,Low,27/10/2022,Stable,Adequate,Standard
438,Old District 114,Akwa Ibom,Nigeria,33423,113,14.06,1,11,6,3,35.7,31,52,28,4,52,2024,High,Yes,10.75,Medium Risk,0.460662835,Low,5/1/2024,Stable,Adequate,Standard
439,Old Park 47,Kaduna,Nigeria,50705,101,12.54,1,18,6,2,55,29,30,9,6,45,2024,High,Yes,12.65,Medium Risk,0.530671417,Medium,11/11/2024,Stable,Adequate,Standard
440,South Village 162,Kaduna,Nigeria,14608,134,5,1,15,6,3,71.3,26,63,14,4,45,2024,High,Yes,11.4,Medium Risk,0.508374506,Medium,9/5/2024,Stable,Adequate,Standard
441,West Area 26,Bauchi,Nigeria,52431,401,11.72,1,18,8,5,15.8,42,32,8,1,40,2024,High,No,15.85,High Risk,0.704086488,High,15/09/2024,Stable,Adequate,Standard
442,Old Market 54,Borno,Nigeria,26063,103,8.29,1,20,7,3,38.9,39,19,11,1,35,2024,High,Yes,15.35,High Risk,0.641399261,High,10/4/2024,Stable,Adequate,Standard
443,Old Estate 80,Oyo,Nigeria,85145,455,27.53,2,13,6,3,63.3,34,32,24,2,60,2024,High,Yes,11.9,Medium Risk,0.498992355,Low,14/06/2024,Stable,Adequate,Standard
444,East Park 57,Plateau,Nigeria,66477,110,20.27,1,17,7,3,46.6,39,10,12,1,48,2024,High,Yes,14.3,High Risk,0.595747088,Medium,4/3/2024,Stable,Underserved,Standard
445,East Gate 4,Enugu,Nigeria,22944,246,5.27,1,20,6,4,58.5,39,37,11,7,55,2023,High,Yes,15.35,High Risk,0.649921989,High,1/11/2023,Stable,Adequate,Standard
446,Central District 144,Plateau,Nigeria,42214,114,12.83,1,20,7,5,48.8,43,38,31,2,48,2023,High,Yes,16.45,High Risk,0.714425577,Critical,23/08/2023,Stable,Adequate,Standard
447,East Market 179,Borno,Nigeria,44380,101,13.14,1,19,8,5,58.8,47,10,12,4,35,2022,High,Yes,16.95,High Risk,0.732461774,Critical,3/9/2022,At Risk,Adequate,Standard
448,Central District 85,FCT,Nigeria,126845,627,27.06,1,12,4,1,7.4,22,44,31,9,85,2022,High,Yes,8.75,Medium Risk,0.344241471,Low,3/8/2022,Stable,Underserved,Standard
449,West District 84,Bauchi,Nigeria,40137,196,9.58,1,15,8,4,25.9,42,25,18,1,40,2024,High,Yes,14.55,High Risk,0.627184315,Medium,6/1/2024,Stable,Adequate,Standard
450,Old Estate 157,Lagos,Nigeria,39509,808,12.64,3,3,3,0,19.7,21,25,56,3,80,2022,Low,No,4.95,Low Risk,0.150676097,Low,19/09/2022,Stable,Adequate,Standard
451,Central Village 70,Borno,Nigeria,15275,191,6.19,1,19,8,5,75.2,53,10,5,1,35,2023,High,Yes,17.85,High Risk,0.748251248,Critical,3/8/2023,At Risk,Adequate,Structural Hotspot
452,New District 6,Rivers,Nigeria,35353,131,7.42,1,14,6,4,38.4,32,45,8,5,65,2024,High,Yes,12.2,Medium Risk,0.540196588,Medium,4/4/2024,Stable,Adequate,Standard
453,New District 78,Kaduna,Nigeria,32698,141,10.34,1,19,9,5,50.4,48,19,27,4,45,2023,High,Yes,17.35,High Risk,0.757820626,Critical,14/12/2023,Stable,Adequate,Standard
454,Central Estate 141,Plateau,Nigeria,32913,214,10.72,2,15,6,4,31.5,45,10,10,1,48,2023,High,No,14.5,High Risk,0.589624506,Medium,12/1/2023,Stable,Adequate,Standard
455,Old District 102,Akwa Ibom,Nigeria,28619,122,10.04,1,15,6,4,15.5,24,79,13,1,52,2024,High,Yes,11.35,Medium Risk,0.534361348,Medium,2/10/2024,Stable,Adequate,Standard
456,Central Gate 35,Enugu,Nigeria,24177,159,8.83,1,18,9,5,47.7,46,29,21,1,55,2024,High,Yes,16.7,High Risk,0.737340077,Critical,25/08/2024,Stable,Adequate,Standard
457,New Village 162,Imo,Nigeria,35528,153,10.55,1,18,7,4,63.5,31,63,0,5,50,2022,High,Yes,13.7,Medium Risk,0.621161847,Medium,24/05/2022,Stable,Adequate,Structural Hotspot
458,North Quarter 187,Bauchi,Nigeria,28506,122,9.31,1,16,7,4,42.2,39,27,19,7,40,2023,High,Yes,14.2,High Risk,0.611779696,Medium,23/11/2023,Stable,Adequate,Standard
459,South Park 25,Bauchi,Nigeria,20902,81,5.59,1,20,9,5,75.5,54,10,10,1,40,2023,High,Yes,18.6,High Risk,0.788827491,Critical,9/9/2023,At Risk,Adequate,Structural Hotspot
460,Central Village 90,Enugu,Nigeria,33048,374,10.69,1,16,7,3,38.4,42,10,39,6,55,2024,High,Yes,14.4,High Risk,0.588424433,Medium,27/07/2024,Stable,Adequate,Standard
461,West Village 79,Lagos,Nigeria,65878,672,21.1,1,13,5,1,7.6,20,53,18,5,80,2022,High,Yes,9.05,Medium Risk,0.376922977,Low,9/1/2022,Stable,Underserved,Standard
462,West Quarter 198,Imo,Nigeria,108148,281,28.8,1,13,4,4,32.8,41,31,7,2,50,2024,High,Yes,12.7,Medium Risk,0.503208862,Low,22/11/2024,Stable,Underserved,Standard
463,New Estate 185,Borno,Nigeria,14772,198,5.24,1,19,9,5,17.8,44,37,0,1,35,2024,High,Yes,16.75,High Risk,0.74729431,Critical,8/11/2024,Stable,Adequate,Standard
464,South Quarter 168,Kaduna,Nigeria,22414,178,7.37,1,15,6,2,52.4,40,10,24,1,45,2024,High,Yes,13.25,Medium Risk,0.513966611,Medium,21/01/2024,Stable,Adequate,Standard
465,North Market 84,Kano,Nigeria,36430,186,12.46,2,16,6,3,37.3,41,10,11,1,50,2023,High,Yes,14,Medium Risk,0.563065581,Medium,14/03/2023,Stable,Adequate,Standard
466,Old Gate 126,Lagos,Nigeria,84243,471,21.51,2,9,3,4,19.8,39,36,59,6,80,2022,Medium,No,10.75,Medium Risk,0.414348866,Low,10/3/2022,Stable,Adequate,Standard
467,New Quarter 78,Lagos,Nigeria,40481,311,11.97,1,13,6,3,8.5,33,30,41,5,80,2024,High,Yes,11.75,Medium Risk,0.496360776,Low,8/5/2024,Stable,Adequate,Standard
468,New Estate 1,Kaduna,Nigeria,39247,107,13.9,1,22,9,3,34.8,31,52,23,4,45,2024,High,Yes,15.35,High Risk,0.696235958,High,22/11/2024,Stable,Adequate,Standard
469,Central Market 90,Akwa Ibom,Nigeria,39518,69,12.44,1,12,4,1,35.7,27,31,6,4,52,2024,High,Yes,9.5,Medium Risk,0.357399366,Low,6/1/2024,Stable,Adequate,Standard
470,South Park 86,Imo,Nigeria,94271,87,31.92,1,16,8,4,15.9,44,22,23,1,50,2023,High,Yes,15.2,High Risk,0.647664864,High,10/2/2023,Stable,Underserved,Standard
471,New Park 62,Lagos,Nigeria,71773,444,16.49,1,13,5,2,25.2,27,47,22,8,80,2022,High,Yes,10.35,Medium Risk,0.42659403,Low,11/6/2022,Stable,Underserved,Standard
472,East Gate 196,FCT,Nigeria,49049,782,13.45,2,6,1,0,14.1,12,59,38,7,85,2022,Medium,No,4.15,Low Risk,0.127189515,Low,9/6/2022,Stable,Adequate,Standard
473,North Park 112,Kaduna,Nigeria,28731,233,9.86,1,16,6,3,27.7,33,34,19,1,45,2023,High,Yes,12.8,Medium Risk,0.54201295,Medium,2/1/2023,Stable,Adequate,Standard
474,East Market 95,Plateau,Nigeria,15951,195,5,1,15,7,3,57,43,15,18,5,48,2024,High,Yes,14.2,High Risk,0.575838621,Medium,7/1/2024,Stable,Adequate,Standard
475,North Area 11,Oyo,Nigeria,19931,209,6.83,2,10,4,3,26.3,35,21,38,2,60,2022,Medium,No,10.5,Medium Risk,0.410517214,Low,26/02/2022,Stable,Adequate,Standard
476,East Quarter 122,Imo,Nigeria,79436,320,25.79,1,14,5,2,76.7,33,17,24,5,50,2024,High,Yes,11.6,Medium Risk,0.457600895,Low,21/02/2024,Stable,Underserved,Standard
477,North Gate 96,Plateau,Nigeria,57031,141,17.41,1,19,8,3,31.6,34,36,30,3,48,2024,High,Yes,14.5,High Risk,0.635751248,High,24/06/2024,Stable,Underserved,Standard
478,West Estate 146,Imo,Nigeria,119098,354,42.73,1,16,10,3,21.8,39,23,39,1,50,2023,High,Yes,14.7,High Risk,0.648711514,High,15/03/2023,Stable,Underserved,Standard
479,West Village 120,Akwa Ibom,Nigeria,67726,202,18.84,1,15,9,2,21.5,33,28,18,2,52,2024,High,Yes,12.95,Medium Risk,0.563727377,Medium,14/12/2024,Stable,Underserved,Standard
480,New Park 104,Rivers,Nigeria,52297,110,17.94,2,7,4,1,77.1,25,38,38,7,65,2023,Medium,No,7.45,Medium Risk,0.276049251,Low,15/01/2023,Stable,Adequate,Standard
481,North Park 195,FCT,Nigeria,64797,333,21.79,2,6,3,0,19.9,20,39,30,8,85,2024,Medium,No,5.85,Low Risk,0.193696692,Low,14/10/2024,Stable,Adequate,Standard
482,South District 42,Akwa Ibom,Nigeria,81335,326,26.05,1,16,8,4,78.8,45,11,4,4,52,2022,High,No,15.35,High Risk,0.650296443,High,3/6/2022,Stable,Underserved,Structural Hotspot
483,West Market 137,Oyo,Nigeria,28944,290,10.3,1,15,5,2,40.4,29,44,34,5,60,2024,High,Yes,11.35,Medium Risk,0.46229197,Low,13/04/2024,Stable,Adequate,Standard
484,East Quarter 81,FCT,Nigeria,57983,306,15.45,2,9,4,2,17,28,45,36,6,85,2023,Medium,No,8.85,Medium Risk,0.345628771,Low,2/3/2023,Stable,Adequate,Standard
485,New Quarter 116,Imo,Nigeria,17232,186,5.84,1,16,7,4,45.3,37,44,33,3,50,2022,High,No,13.9,Medium Risk,0.606516538,Medium,24/10/2022,Stable,Adequate,Standard
486,West Quarter 63,Lagos,Nigeria,57959,1366,16.47,3,5,4,1,25,21,50,34,5,80,2024,Low,No,6.15,Low Risk,0.235088153,Low,23/09/2024,Stable,Adequate,Standard
487,New Park 153,Akwa Ibom,Nigeria,34950,267,10.07,1,16,9,3,42.4,24,63,4,3,52,2023,High,Yes,12.2,Medium Risk,0.586510558,Medium,22/02/2023,Stable,Adequate,Standard
488,Old Area 3,FCT,Nigeria,49715,1839,20.62,2,9,4,0,15.2,17,41,21,2,85,2024,Medium,No,6.7,Low Risk,0.254181402,Low,15/06/2024,Stable,Adequate,Standard
489,East Village 138,Oyo,Nigeria,40487,150,12.05,2,13,6,3,18.9,34,36,19,7,60,2022,High,No,11.9,Medium Risk,0.498992355,Low,28/09/2022,Stable,Adequate,Standard
490,Central Area 75,Lagos,Nigeria,37416,1131,10.5,1,13,6,2,10.1,16,69,27,7,80,2023,High,No,8.95,Medium Risk,0.420373934,Low,23/09/2023,Stable,Adequate,Standard
491,West District 139,Kano,Nigeria,22505,62,8.11,1,16,7,4,24.6,45,19,26,4,50,2023,High,Yes,15.1,High Risk,0.62756917,Medium,13/01/2023,Stable,Adequate,Standard
492,South Quarter 95,Oyo,Nigeria,25394,95,8.73,2,13,5,3,28.6,38,22,29,5,60,2024,High,Yes,12.25,Medium Risk,0.486791398,Low,25/04/2024,Stable,Adequate,Standard
493,Old Estate 24,Bauchi,Nigeria,36691,197,14.31,1,18,8,5,54.5,51,10,10,1,40,2023,High,Yes,17.2,High Risk,0.727770699,Critical,21/08/2023,At Risk,Adequate,Standard
494,East Park 3,Oyo,Nigeria,41831,407,10.42,1,16,5,2,61.2,31,30,18,5,60,2023,High,Yes,12,Medium Risk,0.482772519,Low,10/8/2023,Stable,Adequate,Structural Hotspot
495,East Gate 28,Lagos,Nigeria,41678,489,11.74,1,8,2,2,19,23,55,26,10,80,2024,High,Yes,7.25,Medium Risk,0.271798939,Low,13/07/2024,Stable,Adequate,Standard
496,Old District 78,Kano,Nigeria,14777,121,5,1,13,6,4,38.8,45,24,0,4,50,2023,High,Yes,13.8,Medium Risk,0.559189723,Medium,28/09/2023,Stable,Adequate,Standard
497,East Market 115,FCT,Nigeria,57212,574,15.8,2,6,1,2,24,21,56,24,5,85,2024,Medium,No,6,Low Risk,0.213373726,Low,28/03/2024,Stable,Adequate,Standard
498,East Park 160,Enugu,Nigeria,41306,79,12.29,1,13,5,1,37.6,24,45,10,1,55,2024,High,No,9.65,Medium Risk,0.387449293,Low,15/10/2024,Stable,Adequate,Standard
499,North Market 112,Akwa Ibom,Nigeria,52691,241,19.5,1,15,5,3,18,37,29,8,3,52,2024,High,Yes,12.8,Medium Risk,0.514594602,Medium,6/8/2024,Stable,Underserved,Standard
500,West Area 188,Rivers,Nigeria,24866,243,8.26,1,11,4,3,38.6,34,34,22,3,65,2022,High,Yes,10.7,Medium Risk,0.423103027,Low,16/03/2022,Stable,Adequate,Standard
501,Central Estate 140,Kaduna,Nigeria,58322,197,18.49,1,20,7,3,62.4,35,31,25,2,45,2024,High,Yes,14.75,High Risk,0.630872946,High,18/04/2024,Stable,Underserved,Structural Hotspot
502,Old Park 154,Rivers,Nigeria,76877,151,22.21,1,17,8,4,17.9,46,11,25,5,65,2024,High,Yes,15.85,High Risk,0.668145413,High,11/12/2024,Stable,Underserved,Standard
503,West Quarter 85,Kano,Nigeria,21780,316,7.03,2,12,6,4,46.8,35,44,12,4,50,2024,High,Yes,11.95,Medium Risk,0.517656543,Medium,4/7/2024,Stable,Adequate,Standard
504,Old Village 133,Kano,Nigeria,21662,296,6.67,2,10,5,3,45.2,36,30,36,5,50,2024,Medium,No,10.9,Medium Risk,0.435876066,Low,22/10/2024,Stable,Adequate,Standard
505,West Gate 116,Oyo,Nigeria,35868,290,14.68,2,11,5,3,33,44,10,8,7,60,2023,High,Yes,12.45,Medium Risk,0.472146089,Low,19/11/2023,Stable,Adequate,Standard
506,East Quarter 138,Kaduna,Nigeria,39926,123,10.37,1,15,8,6,35.4,49,37,31,5,45,2024,High,Yes,16.1,High Risk,0.708105367,High,22/12/2024,Stable,Adequate,Standard
507,New Gate 167,Rivers,Nigeria,13801,169,5,2,14,5,2,32.6,28,44,32,1,65,2024,Medium,No,10.85,Medium Risk,0.444443,Low,4/9/2024,Stable,Adequate,Standard
508,South Estate 179,Kaduna,Nigeria,37940,138,12.91,2,15,6,4,16.2,41,39,23,6,45,2024,High,Yes,13.9,Medium Risk,0.57909819,Medium,17/02/2024,Stable,Adequate,Standard
509,Central Gate 15,Enugu,Nigeria,46752,264,18.92,1,11,5,2,34.6,33,25,42,4,55,2024,High,Yes,10.55,Medium Risk,0.411948721,Low,1/3/2024,Stable,Underserved,Standard
510,West Estate 190,FCT,Nigeria,66282,589,16.52,1,13,4,1,23.9,19,50,13,5,85,2024,High,Yes,8.65,Medium Risk,0.351564125,Low,26/05/2024,Stable,Underserved,Standard
511,Central Village 146,Rivers,Nigeria,28410,401,5,2,9,3,1,71.1,17,74,25,4,65,2023,Medium,No,6.7,Low Risk,0.262704129,Low,27/07/2023,Stable,Adequate,Standard
512,New Area 161,Imo,Nigeria,30714,144,8.84,1,14,6,3,73.7,36,24,12,2,50,2022,High,No,12.55,Medium Risk,0.519472904,Medium,22/09/2022,Stable,Adequate,Standard
513,Old Quarter 114,Plateau,Nigeria,59718,61,17.51,1,17,9,3,55.5,41,10,39,2,48,2023,High,Yes,15.1,High Risk,0.646464791,High,13/09/2023,Stable,Underserved,Standard
514,West Area 89,Bauchi,Nigeria,25890,84,7.46,1,17,6,3,50,35,41,2,1,40,2022,High,Yes,13.45,Medium Risk,0.562493499,Medium,18/02/2022,Stable,Adequate,Standard
515,East Park 150,Oyo,Nigeria,15496,259,5,1,15,6,2,62.7,30,27,23,4,60,2024,High,Yes,11.75,Medium Risk,0.487650822,Low,3/3/2024,Stable,Adequate,Standard
516,West Estate 181,Imo,Nigeria,22672,145,8.17,1,14,8,4,19.9,45,10,30,2,50,2024,High,Yes,14.65,High Risk,0.61986166,Medium,12/4/2024,Stable,Adequate,Standard
517,Old Village 180,FCT,Nigeria,51734,415,17.21,2,9,1,0,22.7,11,73,21,8,85,2023,Medium,No,5.05,Low Risk,0.17021011,Low,19/01/2023,Stable,Adequate,Standard
518,South Village 69,Lagos,Nigeria,68901,679,23.55,2,8,4,1,25.4,21,48,42,9,80,2024,Medium,No,7.2,Medium Risk,0.280740327,Low,15/03/2024,Stable,Adequate,Standard
519,North Gate 100,Imo,Nigeria,26268,120,7.66,1,18,9,5,62.3,43,42,22,5,50,2023,High,Yes,16.25,High Risk,0.72944534,Critical,3/8/2023,Stable,Adequate,Structural Hotspot
520,West Quarter 112,Kano,Nigeria,33846,87,8.65,1,15,6,3,30.6,43,23,27,4,50,2023,High,No,13.95,Medium Risk,0.553111348,Medium,24/06/2023,Stable,Adequate,Standard
521,New Estate 160,Kaduna,Nigeria,24567,153,7.96,1,16,7,5,79.9,46,34,21,4,45,2024,High,Yes,15.5,High Risk,0.661450749,High,28/02/2024,Stable,Adequate,Structural Hotspot
522,West Market 90,Lagos,Nigeria,68664,720,23.92,1,12,6,3,13.9,37,32,40,4,80,2022,High,Yes,12,Medium Risk,0.4916697,Low,10/11/2022,Stable,Underserved,Standard
523,Old Village 192,Rivers,Nigeria,41849,56,8.94,1,13,5,2,22.8,33,23,25,5,65,2024,High,Yes,11.25,Medium Risk,0.442383503,Low,4/8/2024,Stable,Adequate,Standard
524,South Village 48,Plateau,Nigeria,13667,182,5,1,15,8,5,65.7,37,40,9,1,48,2024,High,No,14.05,High Risk,0.64527642,High,27/11/2024,Stable,Adequate,Standard
525,East District 159,Borno,Nigeria,44740,298,16.28,1,22,10,7,48.7,56,32,6,6,35,2023,High,Yes,20.35,High Risk,0.909752704,Critical,26/05/2023,Stable,Underserved,Standard
526,North Park 33,Imo,Nigeria,23198,179,6.79,1,19,8,4,69.1,43,26,30,3,50,2024,High,No,16.1,High Risk,0.690685459,High,1/7/2024,Stable,Adequate,Structural Hotspot
527,West Park 72,Rivers,Nigeria,48562,208,18.1,1,18,8,4,39.2,42,35,21,4,65,2024,High,Yes,15.6,High Risk,0.672836488,High,9/5/2024,Stable,Underserved,Standard
528,Central Estate 195,Rivers,Nigeria,14769,388,5,2,12,6,3,77.9,34,37,29,4,65,2024,High,Yes,11.55,Medium Risk,0.483774964,Low,21/07/2024,Stable,Adequate,Standard
529,South Village 134,Akwa Ibom,Nigeria,24686,323,7.83,1,15,7,2,19.7,33,25,18,2,52,2024,High,No,12.45,Medium Risk,0.518272831,Medium,7/9/2024,Stable,Adequate,Standard
530,East Market 138,Kano,Nigeria,72060,108,24.92,1,15,6,3,66.5,27,61,16,1,50,2022,High,Yes,11.55,Medium Risk,0.511006085,Medium,6/7/2022,Stable,Underserved,Standard
531,New Village 9,Rivers,Nigeria,51268,382,16.25,1,12,6,4,57,40,37,21,6,65,2023,High,Yes,12.7,Medium Risk,0.530814437,Medium,18/04/2023,Stable,Underserved,Standard
532,Old Village 82,Kano,Nigeria,39824,227,12.19,1,12,7,4,18.5,43,21,11,5,50,2024,High,Yes,13.4,Medium Risk,0.561436447,Medium,25/03/2024,Stable,Adequate,Standard
533,North Gate 178,FCT,Nigeria,42533,565,13.6,2,11,5,1,24,19,41,33,5,85,2024,Medium,No,8.2,Medium Risk,0.343856615,Low,19/06/2024,Stable,Adequate,Standard
534,New Village 137,Imo,Nigeria,69661,170,19.27,1,16,8,6,32.7,53,18,15,2,50,2024,High,Yes,17.05,High Risk,0.733849074,Critical,28/07/2024,Stable,Underserved,Standard
535,North Estate 114,FCT,Nigeria,43371,983,14.47,1,10,4,2,22.3,21,62,26,3,85,2024,High,Yes,8.15,Medium Risk,0.342425109,Low,19/01/2024,Stable,Adequate,Standard
536,East District 58,Lagos,Nigeria,72305,882,17.87,2,8,3,2,9.6,20,53,16,8,80,2024,Medium,No,7.05,Medium Risk,0.286631475,Low,21/03/2024,Stable,Adequate,Standard
537,New Quarter 104,FCT,Nigeria,61482,799,22.96,1,12,3,2,16.2,28,44,46,3,85,2023,High,Yes,9.65,Medium Risk,0.368553672,Low,6/10/2023,Stable,Underserved,Standard
538,New Gate 89,Lagos,Nigeria,29874,800,10.91,1,10,6,5,7.5,40,46,29,8,80,2023,High,Yes,12.25,Medium Risk,0.531629655,Medium,3/7/2023,Stable,Adequate,Standard
539,Old Market 4,Plateau,Nigeria,34654,169,8.44,1,17,7,4,78.1,38,45,21,6,48,2024,High,Yes,14.4,High Risk,0.624365509,Medium,10/10/2024,Stable,Adequate,Structural Hotspot
540,West Quarter 167,Kaduna,Nigeria,19026,265,5.6,1,18,9,4,69.5,41,30,32,3,45,2023,High,Yes,15.7,High Risk,0.692932182,High,1/10/2023,Stable,Adequate,Structural Hotspot
541,West Park 175,Borno,Nigeria,45544,117,15.93,1,18,8,5,31.7,51,20,4,2,35,2023,High,No,17.2,High Risk,0.727770699,Critical,7/9/2023,Stable,Underserved,Standard
542,North Market 72,Bauchi,Nigeria,41285,181,16.11,1,18,8,4,45,38,38,14,4,40,2024,High,No,15,High Risk,0.662310173,High,17/05/2024,Stable,Underserved,Standard
543,Old Gate 59,Kaduna,Nigeria,34496,260,11.88,1,17,7,4,21.9,39,27,12,3,45,2024,High,Yes,14.55,High Risk,0.626997088,Medium,24/06/2024,Stable,Adequate,Standard
544,New Area 15,Oyo,Nigeria,29524,224,10.05,1,13,4,1,67.7,22,38,28,7,60,2023,High,Yes,9.1,Medium Risk,0.359458862,Low,25/11/2023,Stable,Adequate,Standard
545,East Market 194,Oyo,Nigeria,32617,87,8.66,1,13,6,3,63.8,33,38,35,4,60,2023,High,Yes,11.75,Medium Risk,0.496360776,Low,28/06/2023,Stable,Adequate,Standard
546,New Village 42,Akwa Ibom,Nigeria,30630,179,10.15,1,16,6,3,53.1,40,16,0,8,52,2023,High,Yes,13.85,Medium Risk,0.560434002,Medium,25/11/2023,Stable,Adequate,Standard
